date,realised_pnl,realised_loss,delta_normal_var,delta_normal_es,delta_gamma_var,delta_gamma_es,full_revaluation_var,full_revaluation_es
2022-12-15,-482.1830257716065,482.1830257716065,2696.1127112788654,3069.2177981257464,2621.0494694170056,2824.83830632925,2498.7475946078252,2709.033292791187
2022-12-16,-787.3354840479442,787.3354840479442,2654.3722289333105,3021.6006891072234,2580.2930631960585,2917.554679656626,2479.99256114131,2807.7570407439334
2022-12-19,1593.2495659395136,-1593.2495659395136,2636.9865195849175,3002.0586993365546,2416.9735075019694,2894.5893159899124,2354.5372212126094,2745.2136432619172
2022-12-20,883.3146043932575,-883.3146043932575,2692.440513774904,3064.6863716078997,2646.762168531502,3109.6668954370093,2598.703256051094,2953.283106312356
2022-12-21,-1514.637131504067,1514.637131504067,2710.5544477777653,3084.9555645667388,2706.998225823369,3193.678772035451,2625.0522298143997,3035.626702485505
2022-12-22,-19.61537642116309,19.61537642116309,2669.400244769859,3038.5821982187285,2561.327557187381,2988.521835090645,2428.5934212923908,2896.5135235357666
2022-12-23,-274.91141870367574,274.91141870367574,2668.7552987598374,3037.786543795127,2643.7613933642433,3089.494349015981,2534.968601908864,2968.992608720774
2022-12-26,30.34382977900532,-30.34382977900532,2647.6497238652896,3013.72229748062,2506.9545936197683,2938.2093349676043,2490.0304337385587,2842.717021303023
2022-12-27,1707.1471738454857,-1707.1471738454857,2638.796547559829,3003.537920733354,2556.9251151835547,2816.2013180468484,2408.07153717016,2713.860901976875
2022-12-28,-2206.3089177815637,2206.3089177815637,2702.40253279579,3075.5039037241486,2705.918823278866,3075.927978121369,2611.010081080781,2958.3942970073094
2022-12-29,-1750.012532376728,1750.012532376728,2655.273268678471,3022.6178730705583,2500.197276747952,2970.6586500287417,2335.27762125669,2879.744036278019
2022-12-30,451.36238039124873,-451.36238039124873,2597.8893258789394,2957.7263488301296,2692.289795225232,3104.3627316522884,2506.277484190675,2973.4898943101093
2023-01-02,-915.3969118352979,915.3969118352979,2611.696377267118,2973.2410560960884,2580.055444698091,2893.4761566293373,2470.070084301034,2764.1137864151883
2023-01-03,-867.8340452732955,867.8340452732955,2583.4577535547705,2941.391772020068,2359.7058438898894,2691.8695368794934,2235.243724176712,2609.328894086648
2023-01-04,-1489.3507355491165,1489.3507355491165,2566.6683816472328,2922.547620949302,2532.8360018529456,2829.021869015457,2414.837902990542,2729.7475356234618
2023-01-05,1851.881456530733,-1851.881456530733,2535.3313804523445,2887.4506604975204,2381.0529269165236,2863.415558185165,2325.606264680063,2817.910789468128
2023-01-06,1082.8540261309245,-1082.8540261309245,2612.1897928809126,2974.415842494715,2641.153116435918,3014.4401035745273,2547.0296466703744,2889.9904656870976
2023-01-09,-482.90760614487954,482.90760614487954,2652.6313248891524,3020.147990386826,2715.2720133633898,3167.1197475858203,2617.3085031889586,3032.616604404109
2023-01-10,-655.3182503329663,655.3182503329663,2641.9843495294704,3008.223090332153,2673.3756145349444,3134.9156574687668,2611.361938560668,2995.7611524795507
2023-01-11,463.37197211577586,-463.37197211577586,2614.0018964796736,2976.438958345079,2551.4484682382454,2857.744721676544,2474.193918383356,2725.1216106787024
2023-01-12,810.0038240114955,-810.0038240114955,2641.744908144668,3008.034270145802,2565.242385037384,2906.940258034473,2451.670926561223,2786.426199819121
2023-01-13,383.28587076218537,-383.28587076218537,2671.562182240878,3041.814992961959,2538.6270155711773,2941.0948370873384,2435.8933101191574,2798.116460025515
2023-01-16,-52.117091347252426,52.117091347252426,2685.845651768006,3057.9015340128312,2616.861203699749,2909.284952801857,2528.5697864903736,2835.918571163066
2023-01-17,-1125.3359276489064,1125.3359276489064,2682.9837211372424,3054.577432416573,2640.7559377642697,2854.984862081584,2526.1139626803733,2796.1392377680813
