bond,market_value_eur,modified_duration,dv01_eur,dv01_share
2Y Treasury,99714.93935337398,1.9023722443401012,18.96949352138472,0.13334194180650571
5Y Treasury,99688.22521439951,4.459706035734384,44.458020200596366,0.3125080137610147
10Y Treasury,98968.76952745552,7.965592594725196,78.8345027477626,0.5541500444324795
