date,actual_pnl_eur,fhs_forecast_volatility_eur,fhs_residual_skewness,fhs_residual_excess_kurtosis,fhs_var_eur,fhs_es_eur,fhs_exception
2019-12-12,-2534.35352520403,3154.777581311095,0.09411074437051895,0.09866667824903086,6570.252236517417,6787.941353303468,False
2019-12-13,5193.49678471257,3121.0321641230903,0.09524227600499795,0.1108596584693351,6499.971992886611,6715.332605205752,False
2019-12-16,-2091.814523041674,3282.489215858633,0.09134765435912368,0.06638287216780814,6836.228684853657,7062.7303004752075,False
2019-12-17,-166.203892951855,3223.4752348562774,0.09819941442662154,0.051090314683327254,6713.324095421015,6935.753568195596,False
2019-12-18,-2178.5019202127496,3125.5403980013407,0.10458132011212577,0.05793564482982516,6509.360993056944,6725.032687344444,False
2019-12-19,1257.2909947287658,3076.9490258356336,0.1121861535996577,0.0509808173953985,6408.16209085642,6620.480863184673,False
2019-12-20,1822.673748972803,2999.0674200686262,0.10354851156683656,0.05903582680446018,6245.9628328817735,6452.9075499249375,False
2019-12-23,-423.4589588611559,2941.7798717297023,0.09476811114524143,0.0398458337252201,6126.654954891433,6329.646614905222,False
2019-12-24,2533.0865018688864,2854.0467020250303,0.10444616648005635,0.01903715267229744,5943.940982422105,6140.87870809005,False
2019-12-26,3261.523965337587,2835.8132985691022,0.11624524176934083,-0.01953160160417644,5965.860024782339,6109.462806487919,False
2019-12-27,315.50850903702684,2863.1415150745343,0.1018318306680222,-0.04044073583723273,5974.066802973626,6161.909763052467,False
2019-12-30,-691.6982766733638,2776.994242514951,0.11792892322402415,-0.018437545953629453,5876.682846858911,5987.251854547451,False
2019-12-31,-1689.3536209924173,2697.7215396721544,0.12384056396888644,0.02524569926498632,5761.506104988537,5866.406173419428,False
2020-01-02,7158.957154229251,2648.0698487639925,0.10114368291093678,0.008561379372835631,5655.465869491768,5824.535602208639,False
2020-01-03,3837.002957955599,3109.1119578923094,0.12019696130370656,0.02787401225865871,6640.111158535104,6916.043866842605,False
2020-01-06,653.9501883312204,3157.5208274837114,0.10617472221332007,0.002569011272719468,6743.498137003202,7086.609275821864,False
2020-01-07,-941.77940443253,3065.5179886039095,0.11531285079045926,0.024244552918798234,6547.008269600582,6885.717800543301,False
2020-01-08,-2548.6561581639367,2981.069210426471,0.1141827642263865,0.037060572218843735,6366.651107939421,6638.268278676972,False
2020-01-09,1155.970341932572,2956.908241786674,0.11761846293523905,0.02361851915211366,6315.0502102160535,6523.480463294596,False
2020-01-10,2813.960585934105,2880.7783833606873,0.12238536821989299,0.031364117263407376,6152.459993893746,6335.491346369569,False
2020-01-13,-203.83995852580324,2876.8131313685094,0.1083764700093332,0.04063057881265175,6143.990798478999,6251.4928461370555,False
2020-01-14,1371.3376885457983,2789.6206144200646,0.11639448461565091,0.05163564602884385,5957.775285396164,6180.361106574778,False
