date,actual_pnl_eur,ewma_volatility_eur,ewma_var_eur,ewma_exception
2023-03-08,-1942.5267950372856,5532.198881199412,12869.81910604937,False
2023-03-09,-2421.805820785389,5384.72985528909,12526.754851136018,False
2023-03-10,10639.801362936596,5254.284469229901,12223.293504598789,False
2023-03-13,5637.338361459742,5722.18291818253,13311.788066586741,False
2023-03-14,-894.1713254310648,5717.127752314675,13300.027992217134,False
2023-03-15,5449.42538287611,5547.28666049113,12904.918529328654,False
2023-03-16,-347.79311555261927,5541.463719655223,12891.372343294377,False
2023-03-17,6529.218855105224,5373.323789792808,12500.220374917573,False
2023-03-20,1041.3749629012982,5449.595761928385,12677.655515144075,False
2023-03-21,-1371.701351555349,5289.733078249185,12305.759300828504,False
2023-03-22,3319.334598389345,5139.58104835868,11956.453445309811,False
2023-03-23,4341.533158981847,5048.90628572691,11745.512404032235,False
2023-03-24,571.299007518478,5009.281586351667,11653.33156888113,False
2023-03-27,-9018.021796444753,4858.69435589847,11303.013285458639,False
2023-03-28,1749.402061993288,5202.881818825641,12103.713058110772,False
2023-03-29,2887.5176963475583,5062.549251305789,11777.250688002272,False
2023-03-30,4275.961849465004,4959.0226994223585,11536.411914121474,False
2023-03-31,8361.476438449849,4920.7136423152915,11447.29172056394,False
2023-04-03,1586.0494642506828,5191.866203835846,12078.086905598011,False
2023-04-04,4917.340982296881,5048.671050088711,11744.965164105412,False
2023-04-05,3238.7645174477234,5040.887734303771,11726.858463976128,False
2023-04-06,-354.6712939394069,4951.291946232988,11518.427492874649,False
2023-04-10,-5503.099010828443,4801.241706499105,11169.35843667041,False
2023-04-11,822.4652233679298,4846.2204378414035,11273.994612705621,False
2023-04-12,292.0519606058216,4702.902117080644,10940.586341892724,False
2023-04-13,4499.552232940696,4560.193930561804,10608.597455576399,False
2023-04-14,-5016.324721021509,4556.578187751248,10600.185979975982,False
2023-04-17,-4570.1844165724815,4585.463042772113,10667.38220104575,False
2023-04-18,699.8226303894907,4584.547761090516,10665.25293745162,False
2023-04-19,-131.63727605879922,4448.188236365136,10348.033247001511,False
2023-04-20,1368.5475063705433,4312.7990416104285,10033.070881615797,False
2023-04-21,-2632.5211608607624,4194.829767171543,9758.633310822754,False
2023-04-24,4008.267843491009,4117.840578356371,9579.52967509845,False
2023-04-25,2428.9142315298604,4111.348566266628,9564.426996575228,False
2023-04-26,-6538.652762831632,4030.2572215666073,9375.780319229223,False
2023-04-27,3263.389528655336,4222.9887133218235,9824.14081533469,False
2023-04-28,6737.76338794686,4171.642161717269,9704.690874170106,False
2023-05-01,-9959.746367985312,4368.328027313141,10162.250619452947,False
2023-05-02,6803.783199115326,4887.652323133541,11370.37959097249,False
2023-05-03,1990.3108678010203,5023.274277516267,11685.883436224009,False
2023-05-04,-2625.7406380577995,4894.585543246372,11386.508672842232,False
2023-05-05,452.1672101198469,4788.864209355689,11140.56407250488,False
2023-05-08,-4030.801727330591,4644.296986828412,10804.250421722558,False
2023-05-09,-1515.8130518396322,4609.790297362207,10723.975858042664,False
2023-05-10,3292.601925764127,4484.753944532865,10433.097804460305,False
2023-05-11,1801.86138951603,4422.296972492422,10287.801160334993,False
2023-05-12,-4404.258115124072,4310.233189766235,10027.101817632953,False
2023-05-15,-3013.193120817859,4315.932450100536,10040.360279795259,False
2023-05-16,-4059.767252736179,4249.046540813787,9884.760386922742,False
2023-05-17,1492.9804245725322,4237.9281877380645,9858.895229882199,False
2023-05-18,-2263.314731725663,4125.066379811209,9596.339402951153,False
2023-05-19,-2161.927931642238,4037.6426159417097,9392.961315732695,False
2023-05-22,-439.0807273221054,3950.296237413262,9189.763253737874,False
2023-05-23,-1978.223289176495,3831.464139807188,8913.31845610417,False
2023-05-24,-5270.771285996201,3746.2130812676883,8714.994837311075,False
2023-05-25,-254.07778008035305,3854.727941139604,8967.438150875945,False
2023-05-26,5648.965652534776,3737.8155627705946,8695.459288008142,False
2023-05-30,3708.39285228044,3879.128516435579,9024.20237734111,False
2023-05-31,1934.1043713022475,3869.0968477169113,9000.865226144355,False
2023-06-01,4031.066534770999,3781.0264975450236,8795.982954255953,False
2023-06-02,-657.5492342025871,3796.493321091764,8831.964166332076,False
2023-06-05,-1290.3537763985455,3684.359117213295,8571.100999532138,False
2023-06-06,2723.613215549892,3586.074838930878,8342.457577698198,False
2023-06-07,-7375.955955049852,3540.257183067835,8235.869771387674,False
2023-06-08,7178.5891862482185,3878.878606244036,9023.620999298313,False
2023-06-09,1040.5079959896534,4151.492002853212,9657.814594935122,False
2023-06-12,2429.984211533354,4033.0822099421716,9382.352224930906,False
2023-06-13,-2197.265939545734,3955.2618600442865,9201.315019388847,False
2023-06-14,3271.6832680539264,3872.3544846998448,9008.443623014,False
2023-06-15,8031.151171181428,3838.9655096460965,8930.76925188131,False
2023-06-16,-349.4199803340425,4209.91213224923,9793.72013875674,False
2023-06-20,-1169.116964515332,4082.5585373565805,9497.451374026765,False
2023-06-21,-844.0312759632251,3968.5333848777896,9232.189202970547,False
2023-06-22,-2882.6322673200507,3853.1863594906017,8963.851895684129,False
2023-06-23,900.7550114301484,3801.946414801536,8844.64995929075,False
2023-06-26,-1394.4536646753102,3692.7212627001654,8590.55425890794,False
2023-06-27,1338.6710852951733,3596.482860508808,8366.670256568987,False
2023-06-28,1916.192804747785,3502.3035340264155,8147.576380628075,False
2023-06-29,-5345.39424619343,3427.895846388089,7974.478214678359,False
2023-06-30,6612.236845697583,3572.091280538317,8309.926956360137,False
2023-07-03,-518.4050568029841,3823.290011982353,8894.302591216727,False
2023-07-05,-4165.612160623028,3708.9915547161486,8628.404618149345,False
2023-07-06,-7168.73328333209,3737.962109511301,8695.800206706832,False
2023-07-07,-684.390707816729,4027.091171238468,9368.41498477925,False
2023-07-10,2596.2426073055985,3908.0070293994563,9091.383844580087,False
2023-07-11,4356.760581137942,3841.9521529926355,8937.717223281048,False
2023-07-12,7529.689094195657,3874.7699713419247,9014.062885228575,False
2023-07-13,7614.637466496666,4185.066888626658,9735.921459075342,False
2023-07-14,-984.003026059843,4465.742938785539,10388.871591656636,False
2023-07-17,1200.046449890668,4336.402208387943,10087.980058469297,False
2023-07-18,5113.1206504379525,4214.561395335322,9804.535942052926,False
2023-07-19,3814.428819254312,4273.805828170465,9942.359102427716,False
2023-07-20,-6481.948360884948,4247.644443043588,9881.498619755841,False
2023-07-21,-1587.4003179154492,4413.714262255615,10267.834790622088,False
2023-07-24,-827.8623177239319,4296.883936024732,9996.046809571375,False
2023-07-25,-162.03904064941992,4170.915993773283,9703.001554917417,False
2023-07-26,836.9603707930495,4044.0478746583385,9407.862175730806,False
2023-07-27,-9344.970841184158,3926.2060541333776,9133.721107079462,True
2023-07-28,3387.2248144165565,4441.834884605423,10333.25314064227,False
2023-07-31,2430.667626721972,4385.715543691331,10202.700031214197,False
2023-08-01,-7670.202202225185,4293.5905122706845,9988.385160222831,False
2023-08-02,-7215.105938603611,4567.137443434165,10624.750481985391,False
2023-08-03,-8845.776719656244,4767.670813290451,11091.260860624809,False
2023-08-04,4861.766525500489,5105.067074124318,11876.161934725003,False
2023-08-07,-178.63701161552342,5090.7969578778475,11842.96468013271,False
2023-08-08,1454.4482822093755,4935.904731381389,11482.631478317222,False
2023-08-09,-1638.0463586508745,4798.780196526415,11163.632108178514,False
2023-08-10,-4666.788193320276,4669.859274591154,10863.717195515033,False
2023-08-11,-763.9017275329506,4669.675066671633,10863.288663813075,False
2023-08-14,-415.046430294519,4531.283048492635,10541.340686538142,False
2023-08-15,-5769.478123191569,4394.418085933713,10222.945171858513,False
2023-08-16,-5152.906797856355,4488.81592003744,10442.54737253978,False
2023-08-17,-3951.65186806114,4531.40675399884,10541.628468579509,False
2023-08-18,1201.2381540602023,4498.728874821882,10465.608353828027,False
2023-08-21,-1944.5580006251296,4371.593094739374,10169.846302118562,False
2023-08-22,2290.9606945974547,4265.097298290194,9922.100032454726,False
2023-08-23,10794.375028447534,4173.0686215662445,9708.009316007174,False
2023-08-24,-5124.577934556174,4833.295309865623,11243.926268717458,False
2023-08-25,1321.4532623860464,4851.2654925975,11285.731165111887,False
2023-08-28,2298.6841217956685,4714.60121223073,10967.80250702333,False
2023-08-29,8716.536944355357,4605.5242520752345,10714.051552658755,False
2023-08-30,1899.9535768554067,4949.432633787899,11514.10208532084,False
2023-08-31,1890.8219632752025,4821.167888413831,11215.713667605485,False
2023-09-01,-5750.147318290644,4697.185612852077,10927.287764433653,False
2023-09-05,-7426.710043040308,4766.926805774573,11089.530040321974,False
2023-09-06,-2888.7055064472142,4966.843768946145,11554.606442580862,False
2023-09-07,188.3266702570108,4867.241721323351,11322.89743084346,False
2023-09-08,1083.7823348289312,4719.191400170908,10978.48088097941,False
2023-09-11,139.814782893399,4583.120822334653,10661.93338151053,False
2023-09-12,186.27436766695007,4443.632475149284,10337.434961582376,False
2023-09-13,-64.88738479264458,4308.503137767483,10023.077114843676,False
2023-09-14,-287.9035005919908,4177.279013092784,9717.80415138382,False
2023-09-15,-5657.981215522107,4050.636204545045,9423.188922956226,False
2023-09-18,3324.6742026003863,4164.607968103223,9688.326892810479,False
2023-09-19,-2417.0535371075607,4119.0447277877065,9582.330945568065,False
2023-09-20,-1450.787447260898,4037.2102458776417,9391.955472553353,False
2023-09-21,-13464.849427764031,3930.3192781607486,9143.289897050989,True
2023-09-22,2492.51448874584,5039.71182284528,11724.122884854607,False
2023-09-25,-7348.73234728936,4924.178230982646,11455.351559044666,False
2023-09-26,-6982.045442878127,5102.245721462285,11869.59848695776,False
2023-09-27,-3726.5233752517497,5234.106822757278,12176.353279624052,False
2023-09-28,401.48523265512426,5156.097396877806,11994.876217574198,False
2023-09-29,-1026.1999110835586,4999.989136752908,11631.714098512426,False
2023-10-02,-6643.490967560167,4854.1820177079,11292.516017102053,False
2023-10-03,-11832.677261829682,4979.704450219873,11584.524861120715,True
2023-10-04,5873.871236686796,5631.193843032261,13100.115825049972,False
2023-10-05,-1200.627859315567,5646.0486404428675,13134.673251425444,False
2023-10-06,859.2282721164191,5481.941605911707,12752.903200528732,False
2023-10-09,11794.428466915764,5319.105106858156,12374.088857139252,False
2023-10-10,850.4551146993834,5911.160542669073,13751.4157615523,False
2023-10-11,8875.411249121435,5734.867588503013,13341.297022419709,False
2023-10-12,-9752.347283407276,5970.071973826151,13888.464244181274,False
2023-10-13,7296.803945929776,6261.768956331384,14567.05289929645,False
2023-10-16,-3215.898769070169,6328.646482799232,14722.633290816038,False
2023-10-17,-2416.895909189193,6186.208905263923,14391.273935133244,False
2023-10-18,-3444.648097975129,6026.899114183346,14020.663941339053,False
2023-10-19,-7150.900779972469,5903.90025218282,13734.525800214686,False
