date,actual_pnl_eur,student_t_degrees_of_freedom,student_t_scale_eur,student_t_var_eur,student_t_es_eur,student_t_exception
2017-02-08,4126.281827113954,8.541571735395019,2888.721760713968,8242.221673117225,10156.584358102959,False
2017-02-09,-2854.3250796192297,8.50370360249347,2883.9692040100394,8236.763598735668,10153.857077368695,False
2017-02-10,580.3875963221517,8.827351511432372,2903.02622817057,8224.150606880168,10105.537705685729,False
2017-02-13,-1336.6632392225188,8.378049735411127,2862.0271763347287,8201.396196422467,10123.787616790425,False
2017-02-14,-1398.4789915060023,8.185978374743215,2849.6231249095003,8209.329626134211,10155.27974606178,False
2017-02-15,210.48297466964567,7.855854427158199,2813.8341134677926,8185.928163330958,10166.616769418612,False
2017-02-16,2780.519254008396,7.81540128471412,2811.1487501306733,8188.430950326529,10174.956401228786,False
2017-02-17,2889.7657282066334,8.03776334938026,2826.662244733793,8178.1537550870635,10134.274810785659,False
2017-02-21,-123.28763007168892,8.241585051868164,2840.497648494772,8170.245292705682,10100.550302655425,False
2017-02-22,-787.8571654234725,8.193330993705915,2837.538552130811,8172.813824847539,10109.258095762712,False
2017-02-23,2605.2386547610995,7.791343311544437,2806.566136058783,8181.268103786251,10169.196426265815,False
2017-02-24,5182.851325557592,7.618392579782524,2790.136362399864,8178.966327671514,10189.64064104068,False
2017-02-27,-2705.762963386704,8.035921945588864,2828.0385229212943,8182.580050826379,10139.983193355203,False
2017-02-28,1173.662671152631,8.242679208456996,2841.8269866142637,8173.819107949549,10104.843936711717,False
2017-03-01,-2026.8705163008103,7.961482267150313,2822.2208052649958,8183.882559788909,10150.736370225317,False
2017-03-02,-5148.618280814588,7.693632872960768,2798.1931404102843,8182.387128191288,10183.597875546646,False
2017-03-03,353.2473654083378,8.131357254188115,2836.65235991102,8184.71792945164,10131.21833416272,False
2017-03-06,-1078.5055063298855,8.018085642150961,2829.38563640601,8190.797263806332,10152.33847810686,False
2017-03-07,-3640.599387617216,8.066322998104846,2832.458980746507,8188.0525437168535,10143.090841381018,False
2017-03-08,-3189.512047988802,8.286006263331277,2848.615201651194,8183.491127491768,10111.896552201395,False
2017-03-09,-3276.7642558982348,8.578639600658038,2867.46844421624,8173.777002166262,10068.400193859654,False
2017-03-10,2844.5790741797096,8.7976022480135,2881.3425131780696,8168.596488921573,10040.14431525494,False
2017-03-13,369.0258401243925,9.009365991327762,2893.6463936078176,8162.478325277522,10012.716693811844,False
2017-03-14,-1047.1368038551475,8.945401140136637,2890.2607605623834,8165.05698220375,10021.773616492714,False
2017-03-15,7895.1418314411,8.522746560419623,2852.9032231556967,8143.996527638484,10037.50510721753,False
2017-03-16,973.1180013186124,8.088517171809155,2856.1845590884354,8251.293332597179,10218.75042775272,False
2017-03-17,2463.248807714713,7.8373345044561225,2838.516649841861,8262.486130743886,10264.107042689895,False
2017-03-20,1093.408931924744,7.686409566289431,2825.8447961068005,8265.182389150652,10287.631008577222,False
2017-03-21,498.75189228388297,7.724684801148452,2828.4934246626085,8262.704699519067,10279.338722046761,False
2017-03-22,3546.315630983188,7.599602492368259,2819.5915452711497,8270.469386585433,10306.279896856768,False
2017-03-23,-1303.50983312858,7.900412490971709,2842.7392575062795,8258.677528112401,10251.235257797822,False
2017-03-24,1013.1008724935218,7.961211454724086,2846.759015748493,8255.105821011877,10239.11083318255,False
2017-03-27,3171.2740048308765,8.39500081666267,2825.151947569235,8092.035450314959,9986.963264368029,False
2017-03-28,-586.3762819805772,8.485534046327551,2831.3850985295494,8090.427262888863,9975.360980943784,False
2017-03-29,1594.0014362423317,8.18586805289387,2812.281191749368,8101.778549389959,10022.247281527008,False
2017-03-30,-3781.822998030864,8.07618354414436,2805.0435803502287,8106.463867384859,10040.849009816622,False
2017-03-31,-741.7586871387383,8.396525187828285,2827.714854527204,8099.044946340653,9995.44995586493,False
2017-04-03,3045.949237151852,8.144324415712225,2811.6472032428037,8109.549690256631,10036.66222916505,False
2017-04-04,-1105.371313665737,8.461443719622515,2832.0182414523033,8097.36785134722,9986.455158020604,False
2017-04-05,366.4821111576621,8.161042713906902,2812.243880572192,8107.393468256374,10032.054492527732,False
2017-04-06,-441.0687852202223,8.001458852238496,2802.035017688969,8115.6281546833225,10061.185037931684,False
2017-04-07,-1636.876137198312,7.903996299521031,2795.7131344016943,8121.167566288234,10080.09846951403,False
2017-04-10,363.8031699286894,8.010023507682591,2802.5985685444793,8115.192763469219,10059.604914479598,False
2017-04-11,5014.370461648715,7.918561352876241,2796.694190703615,8120.407114181038,10077.331044312192,False
2017-04-12,1832.4922491185,7.930565333819041,2795.103619397985,8112.826973398145,10066.428958127639,False
2017-04-13,1133.7569525277256,7.745829385643048,2781.3747672922063,8119.556966483337,10098.453441236079,False
2017-04-17,-275.65345680944915,7.776363659652638,2783.426509164684,8117.65785179022,10092.082286898667,False
2017-04-18,4530.501219397426,7.572434501056391,2769.0129610540075,8129.49017070728,10134.38097294502,False
2017-04-19,-1845.3289836842464,7.7137978660378606,2783.9175843413054,8135.338167454704,10122.338640100117,False
2017-04-20,902.0312230456184,7.495117613559319,2766.3510123540136,8143.008766510532,10162.206698724827,False
2017-04-21,-368.33265437500313,7.255190279437765,2747.6035279555244,8157.091915614111,10215.787255532648,False
2017-04-24,3218.863021459895,7.07697458005085,2733.5699940290933,8170.332878645768,10261.178332869222,False
2017-04-25,-3843.265992991413,7.38027423084074,2758.2752895854255,8151.834933320689,10190.075718631319,False
2017-04-26,3400.750369748884,7.345287461126975,2753.106816597285,8146.718653727769,10188.944060187616,False
2017-04-27,-800.5372936763622,7.479121224251013,2764.5930128541795,8142.311800710384,10163.642716308635,False
2017-04-28,-226.91987381794905,7.245783841782657,2746.474252307274,8156.568041181186,10216.604323436222,False
2017-05-01,-2434.0129987094224,7.24245472511152,2746.2273509894503,8156.837984612485,10217.46500296398,False
2017-05-02,1631.6163145669916,7.254419044574138,2747.2155973466597,8156.171878847522,10214.75561521309,False
2017-05-03,-1710.1369760933571,7.31631663390769,2751.8952637492866,8151.631391662546,10199.497982405419,False
2017-05-04,-3551.3543557191388,7.330085467192486,2752.944392251563,8150.688622022705,10196.21735487746,False
2017-05-05,3239.274092697042,7.672437561376437,2779.8674328507705,8134.403737400751,10126.739199068497,False
2017-05-08,-2305.7603631094767,7.808349464812462,2790.444681953817,8129.921237512921,10103.16443839575,False
2017-05-09,-1835.63148049436,7.646230287348354,2777.3568284379553,8134.032136957793,10129.840584472018,False
2017-05-10,-661.1611707642684,7.7718192207260755,2785.9963741040206,8126.323095787137,10103.449969290941,False
2017-05-11,-211.78927241684585,7.689336135875401,2780.386402736222,8131.450489330082,10120.78141629942,False
2017-05-12,2166.689109018754,7.678234192039133,2779.639164221486,8132.199557966348,10123.211154963941,False
2017-05-15,2110.7010184610363,7.812049938570232,2788.9539433838313,8124.634521962034,10096.115889515648,False
2017-05-16,2536.3963480774632,7.9127473241998185,2795.8193476666484,8119.305718937676,10076.691037810127,False
2017-05-17,4705.856932883684,7.9005597523541145,2772.3208575362623,8054.062892482807,9997.235232099209,False
2017-05-18,1245.1565681796003,8.255025577865641,2801.790457420806,8055.89004140489,9957.672562370468,False
2017-05-19,2309.112791264068,8.248110253910717,2801.3674055486094,8056.225831635612,9958.861175976543,False
2017-05-22,2715.708340833389,8.465197500322633,2814.615495806869,8046.812601758745,9923.711603568161,False
2017-05-23,-1809.0388797445896,8.72257269840162,2829.9968299300717,8037.791408438924,9886.596001093028,False
2017-05-24,1804.38185828834,8.79851487826675,2834.2641412454036,8034.951490955136,9875.792310027293,False
2017-05-25,2052.4359027652376,8.842957003663122,2836.74894394715,8033.37413075926,9869.647467242523,False
2017-05-26,1431.4326267888312,9.034674527913321,2847.1079025411436,8026.52888118801,9843.686019761122,False
2017-05-30,-690.9357002714,9.136541294420244,2852.3692160495725,8022.828442109147,9830.190802202782,False
2017-05-31,2053.051662284727,9.069931970161516,2848.9323258215595,8025.210133484571,9838.939882430166,False
2017-06-01,3430.083401889794,8.838790732896552,2834.559947886005,8027.97839781821,9863.410216634871,False
2017-06-02,4996.589322038748,9.00890283111401,2819.963460691579,7954.716433246979,9757.901374886756,False
2017-06-05,-739.1931288814881,9.24045287488082,2839.752748268422,7969.012099846642,9755.420838581535,False
2017-06-06,2097.471307687932,9.193087502489018,2837.3689061994637,7970.610524638266,9761.373194725313,False
2017-06-07,-1504.2978728098287,8.879423892794856,2815.115652201612,7965.1658938737255,9782.464286906892,False
2017-06-08,-1937.583930087755,8.613149388509386,2798.615851176959,7970.4903138309855,9814.540535282253,False
2017-06-09,-3456.051554735968,8.615281902457742,2798.7429803215555,7970.42068944539,9814.242570691471,False
2017-06-12,-64.81778542540286,8.97848573030164,2820.8141009121723,7962.720952604219,9770.441431416826,False
2017-06-13,1317.1924957706692,8.972242551497482,2820.4897646625095,7962.961241107688,9771.29757967436,False
2017-06-14,3718.740852668845,9.042600398070253,2824.1816381119343,7960.450272219978,9761.947359030932,False
2017-06-15,-1458.7167148026324,9.383533045033431,2844.27022989501,7957.187703479373,9729.19259506914,False
2017-06-16,-553.8170829270107,9.43210092534452,2846.662939994436,7955.755344301401,9723.550568450975,False
2017-06-19,1610.7844821616757,9.417054434066827,2845.9387674465042,7956.237876853967,9725.340543989552,False
2017-06-20,-452.5376911360736,9.056522999061114,2823.9340106392124,7957.221095047623,9756.761441201817,False
2017-06-21,846.5115241019728,9.004858372136688,2821.245755543232,7959.076425008986,9763.610047074333,False
2017-06-22,1594.3213689127324,9.03864290921505,2822.9964081401704,7957.8304196358295,9759.083963859131,False
2017-06-23,486.6835614357634,8.79812082812372,2790.7633284684207,7911.705220105238,9724.346764052309,False
2017-06-26,830.0255413663249,8.734704265704043,2787.2709306174347,7914.070285929906,9733.256704754362,False
2017-06-27,-4920.994381944127,8.433168038664194,2768.4617023134697,7921.576899259796,9772.587725488662,False
2017-06-28,4140.839028194665,8.496997137455297,2777.9001812621555,7935.215773175529,9782.811103891445,False
2017-06-29,-4676.240876101357,8.590863164663041,2769.2591427277803,7891.361041406759,9719.307586233215,False
2017-06-30,428.7863218317757,8.779110630302277,2764.773397291995,7841.650204058818,9640.013510454459,False
2017-07-03,-3319.324738409668,8.376803495456008,2737.9288563475493,7846.044999894142,9685.273563513318,False
2017-07-05,103.93871868329404,8.634952015722106,2754.914360191475,7841.695249866113,9653.818665328465,False
2017-07-06,-5066.315902364465,8.634708952910072,2754.900829697949,7841.704895487993,9653.854199904337,False
2017-07-07,-336.15999100658496,8.75403410959131,2752.2779864719914,7810.998883825479,9604.675463188441,False
2017-07-10,588.5588417741338,8.385553381919117,2728.4969105909413,7817.172922573222,9648.719646375857,False
2017-07-12,6236.532328699528,8.014022865278942,2693.648715128989,7798.791801142861,9666.927861887309,False
2017-07-13,-2698.357414650876,7.896916385107504,2696.057021909538,7833.3774221483545,9723.747610153174,False
2017-07-14,2499.3366468723634,7.804371559582399,2688.020320689777,7832.4879631647855,9734.036705960949,False
2017-07-17,2717.675253806795,7.712981791167322,2680.3693590122148,7832.949138409693,9746.198170361213,False
2017-07-18,3782.554316687636,7.947175358520123,2696.9418207595572,7823.973755051006,9706.032372202073,False
2017-07-19,2749.8190691207296,8.156846694642418,2713.6608070388015,7824.126458576665,9682.009877246148,False
2017-07-20,811.2697409254577,8.045428936611454,2704.0086318432286,7821.523518388596,9691.455170714784,False
2017-07-21,4081.295921482753,7.915453395141634,2695.3437674135066,7826.869881381659,9713.429115605128,False
2017-07-24,-256.15375519550395,8.272608331470355,2722.6080243097376,7824.397541285453,9669.627591226792,False
2017-07-25,-4521.642355571987,7.980610532299362,2702.768128634259,7832.993390445884,9713.249959863499,False
2017-07-26,1804.2360561642656,8.280973576529203,2728.237813167654,7838.761443846076,9686.47531167775,False
2017-07-27,-390.11075588887286,8.069152438920401,2699.537151821697,7803.157168440404,9665.97088446242,False
2017-07-28,1940.832044401414,8.043763681072958,2697.939340657621,7804.350226033073,9670.368372578883,False
2017-07-31,1299.26623066291,7.80438575435117,2674.807851006711,7793.985331407938,9686.184752052372,False
2017-08-01,3847.159129273504,7.7650790701666335,2672.0830474677864,7795.723305343896,9693.263431317217,False
2017-08-02,-238.3726058524216,7.79367005980873,2675.275103218784,7797.976598373712,9692.480179324044,False
2017-08-03,3530.3180358138006,7.74613286062009,2672.084103360319,7800.43344647496,9701.514736835037,False
2017-08-04,-2690.833302288048,7.974315806655873,2689.9725527792034,7797.381058747607,9669.83031743471,False
2017-08-07,-1167.219194273555,7.846431510680939,2677.7836688280304,7792.41180493489,9679.038039203053,False
2017-08-08,-873.0207867925219,7.890564046438836,2680.6995954488357,7790.273857720159,9671.009402585125,False
2017-08-09,2656.538552805981,7.5993381850499055,2657.7797900890014,7795.909257150659,9714.93994901499,False
2017-08-10,263.3374754317464,7.698902258550323,2665.4536465225215,7792.904194384309,9698.178685361881,False
2017-08-11,1371.7591994872437,7.636614518020359,2661.1564902415257,7796.182761286027,9710.355473859423,False
2017-08-14,812.0805905789116,7.657659717426152,2662.637711925546,7795.131762090255,9706.292681619292,False
2017-08-15,-3291.8020097107374,7.6371224418632755,2661.213013985309,7796.217903792804,9710.332549685227,False
2017-08-16,2054.5213630000835,7.8888303811708465,2680.4440622053335,7789.9458442675705,9670.811845891783,False
2017-08-17,-328.6364659173256,7.693234533381833,2663.184628092515,7787.700113757705,9692.431409448778,False
2017-08-18,-1692.5881029378088,7.537203017034101,2651.933999731059,7795.01648114835,9722.172439833525,False
2017-08-21,2190.199161402129,7.459093230264819,2645.877789868803,7798.067509094417,9736.721429881949,False
2017-08-22,1731.4576963100349,7.547645421714442,2652.5811944018196,7794.163772535961,9719.694519358663,False
2017-08-23,866.548484351232,7.603765710577771,2656.6491216362283,7791.444747306134,9708.78863518754,False
2017-08-24,-1230.9133492525823,7.305282890156116,2630.4119614066426,7794.889254029818,9754.751570397519,False
2017-08-25,2051.9248458974125,7.2161615915941795,2623.3537227244296,7799.485702748996,9773.803230936233,False
2017-08-28,4740.892947198872,7.2267492907784305,2624.2240866585944,7799.001172874989,9771.594362710377,False
2017-08-29,1129.0517388392375,7.240610034108711,2629.394950009155,7810.355360167548,9783.729464011474,False
2017-08-30,1128.249400180392,7.028467070254592,2610.8505310859528,7818.377249929847,9826.967230712387,False
2017-08-31,2871.472374707396,7.015047389991365,2609.7686011493142,7819.285404651231,9830.294624197079,False
2017-09-01,-1369.181634279837,7.198644646565938,2625.470310998194,7810.888073012967,9790.759059534625,False
2017-09-05,4342.366574539647,7.234782645561554,2628.2530890724547,7808.64781678092,9782.468120254587,False
2017-09-06,-1237.0117758158997,7.233192143841079,2626.5765102137166,7804.126603861195,9777.043773022984,False
2017-09-07,4663.9744224584,7.248544670752629,2627.7520680469415,7803.18781711551,9773.559680514003,False
2017-09-08,567.9212438579607,7.274667167888025,2625.1491519957085,7787.977814326185,9750.617936443192,False
2017-09-11,-3191.3835816897217,9.065930382974607,2643.634096260629,7447.579572848182,9131.090658932493,False
2017-09-12,-1263.1029661066882,9.093179331757492,2645.348622003108,7447.804955506513,9129.13922727356,False
2017-09-13,-1935.137600203968,9.543103129952057,2623.8987639489433,7316.3964558198995,8934.11170599884,False
2017-09-14,408.874917866464,9.743549973081006,2632.7344621892553,7311.751442985525,8914.536888379773,False
2017-09-15,227.90752192816683,9.718136824467738,2631.666433003108,7312.4184482456785,8917.074616174485,False
2017-09-18,-2332.4026371610407,9.65040547770769,2628.7850741250677,7314.193594893745,8923.890183016647,False
2017-09-19,197.4606071440731,9.680593361663426,2630.2225164086344,7313.811417827367,8921.341408015076,False
2017-09-20,-342.65920848148846,9.53084009839058,2623.674359147599,7317.602516656388,8936.458654894468,False
2017-09-21,-3985.934658296669,9.478064074859699,2591.613336044051,7236.031666364067,8840.59339457695,False
2017-09-22,2830.5430457928,9.483250355003772,2585.7747205464793,7218.955556323754,8819.360718844904,False
2017-09-25,2629.2470705481687,9.7605415820885,2599.0013148299963,7215.679264236818,8796.273214025734,False
2017-09-26,-3266.884653435387,10.104512979314347,2613.9905449459015,7210.704008435524,8768.29106312564,False
2017-09-27,-6133.6711122020215,10.177624140952638,2617.827722545362,7211.841334502644,8765.243295589627,False
2017-09-28,-924.3291717202508,10.543846372516548,2652.2482880065336,7261.018029230167,8803.774571963515,False
2017-09-29,1327.0774900290155,10.439333207687502,2648.284647960644,7262.798888778462,8811.814964289868,False
2017-10-02,-29.49205135016075,10.426571871752621,2647.794267491052,7263.016154197649,8812.80633202648,False
2017-10-03,-346.9937394002253,10.24272220819897,2640.6854915934823,7266.458816505142,8827.714279770402,False
2017-10-04,977.8702269805706,14.208677127072932,2658.822854881552,6965.095000655265,8306.908637865585,False
2017-10-05,-292.1902312180147,14.293225519325828,2660.5143339900815,6964.387546831121,8303.832704392558,False
2017-10-06,-1186.0567993684458,13.51287273842454,2642.8443290393484,6967.954565674981,8329.92215968293,False
2017-10-09,2274.5934698799706,13.362934743031946,2639.4175675228894,6969.224524521899,8335.97393350097,False
2017-10-10,1522.5265894597717,13.768768491484353,2648.7331163115427,6966.411344012885,8320.604861044361,False
2017-10-11,2698.170279846324,13.135151444390555,2619.018700967523,6931.396817473268,8297.805473767354,False
2017-10-12,1884.2148140975123,13.754216887875199,2633.80843398907,6928.104359670043,8275.265488261519,False
2017-10-13,3032.4112299073167,14.130626737652195,2641.8759301475834,6925.471144258149,8261.727442776675,False
2017-10-16,-1210.8756144972365,13.842186330268262,2631.6828217822112,6916.830715433457,8259.315813779407,False
2017-10-17,-797.0704827157448,14.010049121977513,2635.221616498855,6915.494700595804,8253.0808617596,False
2017-10-18,-2681.3130608857928,13.050488914903024,2607.4641993885884,6906.9096992104805,8271.1850966561,False
2017-10-19,1880.0109406793556,13.548187202665886,2619.8289757821613,6904.901497174679,8253.50336065456,False
2017-10-20,-1954.287671635274,13.864641215337857,2626.8994899357153,6902.823744066006,8241.963272453231,False
2017-10-23,-1799.427125535874,14.263644177194365,2635.4175866977666,6900.46542037147,8228.386984498004,False
2017-10-24,-1905.2792099471585,14.378017177481098,2637.827616998632,6899.958322913547,8224.823901414899,False
2017-10-25,-2649.271783337265,14.666911457604112,2643.712358180616,6898.618382669066,8215.98967523084,False
2017-10-26,-889.1392241145215,14.482455790554235,2639.1632993386584,6897.328087211762,8219.034812858414,False
2017-10-27,1634.4129936968989,13.72838472781006,2621.5357802898025,6897.499283236792,8239.443576317652,False
2017-10-30,1664.8707543107262,13.917958705703123,2625.702900879044,6896.294353271539,8232.689210119726,False
2017-10-31,745.9285983237417,13.25265940542292,2606.941926561879,6891.124644010971,8245.929435198042,False
2017-11-01,2196.971286354832,13.201900636317706,2605.7587643991646,6891.564853680405,8248.030129945357,False
2017-11-02,1123.539363238202,13.12206471523535,2603.6437524312514,6891.640691763662,8250.624974799437,False
2017-11-03,1512.141943453288,12.906925437051132,2598.2895119831423,6893.106167727999,8259.307516952193,False
2017-11-06,1986.3521433542087,12.573887217591995,2589.2002392778886,6894.299783576243,8272.008212632374,False
2017-11-07,504.9380904648516,12.92596431014606,2598.180572708342,6891.409785545676,8256.651190384779,False
2017-11-08,82.23880316958753,12.705877395198211,2592.689089058832,6893.367720255021,8266.341727538198,False
2017-11-09,-1216.9204336475227,31.036731581568823,2651.9925207245115,6504.454326728224,7580.641512622494,False
2017-11-10,-4967.60204280387,50.81649044726204,2643.974777347604,6350.822250100573,7350.609817778264,False
2017-11-13,1328.7356770464553,61.514488976657404,2643.7454793468905,6314.611862983742,7295.3292202651855,False
2017-11-14,1820.0834241474283,47.11215813086921,2619.442809104866,6307.993854712899,7307.1416655101975,False
2017-11-15,4015.965071126875,40.97033169968772,2604.922669659887,6306.1895683225985,7317.724621125387,False
2017-11-17,2511.372797992817,51.35485510446888,2628.8186907256513,6312.2693055488,7305.176465099209,False
2017-11-20,-2358.899840390544,44.723648979813746,2612.119837404677,6302.168409542132,7304.885836739989,False
2017-11-21,2992.5260840282017,39.161308549068664,2593.973503253618,6291.462773953957,7305.156852731603,False
2017-11-22,2063.8928072305275,40.948972462965465,2599.124573658065,6292.286154787972,7301.641989241566,False
2017-11-24,1361.6362261733684,43.19297564273462,2604.3205192284513,6291.605891306049,7295.790473273336,False
2017-11-27,1298.4011658120464,35.63183386526133,2580.01437308036,6284.039575997644,7306.74731717771,False
2017-11-28,2552.556862392558,36.43245684853856,2582.4268419048785,6283.445073883673,7303.556768564991,False
2017-11-29,-5005.327977872003,33.99201285804915,2572.4683188745253,6279.852678024933,7307.385335582533,False
2017-11-30,96.14332608700032,40.93052535018046,2603.3180460116946,6302.553445974124,7313.600383429828,False
2017-12-01,4917.0926545572975,48.428574315184065,2577.7865354430987,6201.763545684006,7181.8432098318435,False
2017-12-04,-1311.3495158523504,50.80787177519741,2576.4374668942273,6188.63183917002,7162.899216193006,False
2017-12-05,-337.988248548171,40.72286697836665,2549.7419321898924,6174.124837734251,7165.058704420705,False
2017-12-06,186.3656990638783,39.53738021792499,2546.8766793548702,6174.738468608993,7168.667976409194,False
2017-12-07,-4019.3228428405446,32.424577442207905,2521.687527426457,6170.564719497563,7185.931974972052,False
2017-12-08,830.5394380162147,35.017562078015885,2515.641049936281,6132.288094645389,7132.2503859956,False
2017-12-11,-495.1011680816408,31.793942115689386,2503.779423387663,6133.031948282926,7144.677798406654,False
2017-12-12,629.9867234240253,32.820731271556326,2475.5388642564776,6053.861336575426,7048.55367367989,False
2017-12-13,2927.8809898961813,32.88808454085229,2475.7770003248143,6053.8108352071595,7048.248471007732,False
2017-12-14,1537.0107305811898,31.40613218197579,2466.18396967649,6044.8801040997105,7043.5245447268835,False
2017-12-15,2494.0410288564976,80.75815302140796,2470.632067991088,5863.831740955775,6760.703044934609,False
2017-12-18,-990.0267758480852,91.76418181640273,2477.095997665624,5864.95449947898,6756.75240774173,False
2017-12-19,-4046.700257286768,80.54172598341015,2470.8609751208223,5864.693538984697,6761.814545209271,False
2017-12-20,-2083.740681407159,86.66514132140352,2465.303898360641,5843.136002584389,6733.868206409332,False
2017-12-21,3098.0138424822385,81.48334992860052,2462.012086505906,5842.322060951436,6735.514615711277,False
2017-12-22,778.4018009353522,119.11459041205703,2479.2841182973943,5846.304726746372,6726.5326513832415,False
2017-12-26,1876.5645185332803,121.07234896783436,2479.8261797821797,5846.295027891776,6726.050309320573,False
2017-12-27,4349.199022995498,127.29232461447832,2481.545432227942,5846.519820383497,6724.909674398912,False
2017-12-28,1738.4531412895533,303.0116574674243,2507.410876933808,5864.12473006872,6729.484615112925,False
2017-12-29,1195.8547436924814,485.77846079059333,2512.613067694356,5864.561169989396,6725.765891350697,False
2018-01-02,1539.101837283241,294.5094360741592,2506.838356964224,5863.6856068270445,6729.305347885036,False
2018-01-03,3483.838556455704,280.5797152881421,2506.120150812352,5863.597984795636,6729.779538383429,False
2018-01-04,896.0261305535622,687.5835494477168,2517.2517276964577,5869.685897921818,6729.596299612453,False
2018-01-05,1626.628809451336,276.5340329465664,2507.8501717003937,5868.13876795067,6735.169094136407,False
2018-01-08,-277.600019070573,17431659275.873627,2462.703193355308,5729.104338782546,6563.631572213419,False
2018-01-09,-5253.469327935261,12346679678.430372,2462.0114490682818,5727.49510114781,6561.7879258286175,False
2018-01-10,-1072.009152436848,37173443640.24005,2482.7022873534115,5775.629188309996,6616.93344151369,False
2018-01-11,4001.347800151733,20136149757.12268,2481.7678464756973,5773.4553539712615,6614.442956714792,False
2018-01-12,5392.083461688501,90304915991.35278,2492.838148888951,5799.208728098655,6643.947683594067,False
2018-01-16,4405.374228775022,434861522482.7788,2516.047905778767,5853.202696614921,6705.80665758528,False
2018-01-17,806.8211018051775,174535477782.04865,2531.420137768624,5888.963855856296,6746.776948931961,False
2018-01-18,-4963.288737370308,7055864575.697076,2518.2736563050294,5858.380567929185,6711.738761506791,False
2018-01-19,1092.536492130358,111825758737.58942,2531.62366392456,5889.4373285268075,6747.319389782565,False
2018-01-22,2906.982826281357,337070643836.7715,2517.1985295264167,5855.879447730358,6708.8733163692095,False
2018-01-23,2579.737838882312,28877845688.948524,2522.5901659825413,5868.422270035566,6723.2431829707575,False
2018-01-24,986.4230420665864,5234870372898.166,2512.98925389582,5846.087208289811,6697.654695062023,False
2018-01-25,2880.5729165554903,3748372227474.6445,2513.714198273561,5847.773681102477,6699.5868271275995,False
2018-01-26,1919.1600124364493,426773852448.0448,2510.932460985434,5841.3023924955405,6692.172901379238,False
2018-01-29,-4011.647080817244,8107632576146.369,2513.8304483608244,5848.044119244494,6699.896658511281,False
2018-01-30,-5727.286027490198,16548524734.718658,2526.533996302456,5877.5969915594615,6733.754335988147,False
2018-01-31,3359.206682918425,2407945076.299882,2551.1616415696963,5934.889465151071,6799.392291450543,False
2018-02-01,-3991.586303419276,23287387773.752678,2547.1860889001364,5925.640943107124,6788.796586616719,False
2018-02-02,-8722.707427941023,275921160885.5878,2559.520141350249,5954.334239429456,6821.669478040185,True
2018-02-05,-8249.203727373788,593888733582.8665,2618.26879579087,6091.004046772003,6978.247227254227,True
2018-02-06,215.74386096752664,80.54537488942387,2633.757688131547,6251.330071240194,7207.592666652397,False
