shock_bps,duration_pnl_eur,duration_convexity_pnl_eur,exact_pnl_eur,duration_error_eur,duration_convexity_error_eur,duration_absolute_error_eur,duration_convexity_absolute_error_eur
-200,28452.40020618371,30511.767400825534,30641.868924073337,-2189.4687178896274,-130.1015232478021,2189.4687178896274,130.1015232478021
-100,14226.200103091855,14741.04190175231,14756.883300834248,-530.6831977423935,-15.841399081937197,530.6831977423935,15.841399081937197
-50,7113.100051545927,7241.810501211041,7243.765223682407,-130.66517213647967,-1.9547224713660398,130.66517213647967,1.9547224713660398
-25,3556.5500257729636,3588.7276381892425,3588.9704142254777,-32.42038845251409,-0.24277603623522737,32.42038845251409,0.24277603623522737
25,-3556.5500257729636,-3524.3724133566857,-3524.612112559713,-31.937913213250795,0.23969920302715764,31.937913213250795,0.23969920302715764
50,-7113.100051545927,-6984.389601880814,-6986.295090988249,-126.80496055767799,1.905489107435642,126.80496055767799,1.905489107435642
100,-14226.200103091855,-13711.3583044314,-13726.411711518012,-499.7883915738421,15.053407086612424,499.7883915738421,15.053407086612424
200,-28452.40020618371,-26393.03301154189,-26510.510121828687,-1941.8900843550218,117.47711028679623,1941.8900843550218,117.47711028679623
