date,actual_pnl_eur,historical_var_eur,parametric_var_eur,historical_exception,parametric_exception
2025-05-19,1244.7141881216094,13108.570094170676,11638.384820664833,False,False
2025-05-20,611.3231787788,13108.570094170676,11639.031161702283,False,False
2025-05-21,-7262.179424386856,13108.570094170676,11639.092810924563,False,False
2025-05-22,1107.417913538711,13108.570094170676,11692.795117796588,False,False
2025-05-23,1206.095648117167,13108.570094170676,11691.672432824867,False,False
2025-05-27,8732.731995677335,13108.570094170676,11680.712990320053,False,False
2025-05-28,-3983.4139133703043,13108.570094170676,11691.174950296787,False,False
2025-05-29,2827.576828401424,13108.570094170676,11704.934527424512,False,False
2025-05-30,1762.6300433776278,13108.570094170676,11706.705842655168,False,False
2025-06-02,2162.823951143733,13108.570094170676,11657.910506125272,False,False
2025-06-03,1332.756609009278,13108.570094170676,11660.687953378056,False,False
2025-06-04,4564.70717683506,13108.570094170676,11649.16267979024,False,False
2025-06-05,-1097.1386439333373,13108.570094170676,11628.131102053881,False,False
2025-06-06,-2705.663190378715,13108.570094170676,11621.614639199464,False,False
2025-06-09,446.34109880574704,13108.570094170676,11595.58634807553,False,False
2025-06-10,3360.650675292187,13108.570094170676,11595.569054762882,False,False
2025-06-11,1171.7504468853945,13108.570094170676,11486.24503871127,False,False
2025-06-12,7700.674537691466,13108.570094170676,11481.363458469581,False,False
2025-06-13,-2140.8925703378263,13108.570094170676,11520.162464021745,False,False
2025-06-16,-3534.8753874062054,13108.570094170676,11512.516622817768,False,False
2025-06-17,1499.1682547436378,13108.570094170676,11506.71613896422,False,False
2025-06-18,-1514.8600281860104,13108.570094170676,11500.130916493305,False,False
2025-06-20,-679.0323220300766,13108.570094170676,11495.959719619143,False,False
2025-06-23,3693.1106953020935,13108.570094170676,11479.161911473278,False,False
2025-06-24,4289.470000962641,13108.570094170676,11488.761286358327,False,False
2025-06-25,1200.8196970487495,13108.570094170676,11488.86110173405,False,False
2025-06-26,4529.79878404382,13108.570094170676,11489.404818533174,False,False
2025-06-27,-3241.706563792357,13108.570094170676,11504.165780377902,False,False
2025-06-30,6548.034848148288,13108.570094170676,11480.379170603921,False,False
2025-07-01,3019.8362891777074,13108.570094170676,11510.695856889122,False,False
2025-07-02,368.06243612426135,13108.570094170676,11477.153900629492,False,False
2025-07-03,-1232.3101633260117,13108.570094170676,11459.967434158747,False,False
2025-07-07,-4943.628646353782,13108.570094170676,11450.748104245327,False,False
2025-07-08,-2837.6091345144014,13108.570094170676,11438.200067598855,False,False
2025-07-09,5104.288723293859,13108.570094170676,11405.52097118252,False,False
2025-07-10,1358.5380325446872,13108.570094170676,11425.564330859492,False,False
2025-07-11,-4061.463855862192,13108.570094170676,11425.146737727313,False,False
2025-07-14,-1053.4852795119455,13108.570094170676,11433.98508185668,False,False
2025-07-15,-4064.8675850493864,13108.570094170676,11425.058582071919,False,False
2025-07-16,997.6156278555414,13108.570094170676,11434.249762534613,False,False
2025-07-17,1622.0676886224142,13108.570094170676,11429.236551374095,False,False
2025-07-18,316.87705409602086,13108.570094170676,11359.260129455353,False,False
2025-07-21,5717.165147725867,13108.570094170676,11340.290393635241,False,False
2025-07-22,4369.386548545885,13108.570094170676,11345.345084067285,False,False
2025-07-23,-634.5307918904862,13108.570094170676,11310.361284228655,False,False
2025-07-24,-759.8714259733463,13108.570094170676,11309.833000870647,False,False
2025-07-25,1246.7573600000892,13108.570094170676,11310.427671496105,False,False
2025-07-28,-2965.9048452528596,13108.570094170676,11202.80448371561,False,False
2025-07-29,2096.0202045382407,13108.570094170676,11210.83281553963,False,False
2025-07-30,-5241.928313478783,13108.570094170676,11172.53215347642,False,False
2025-07-31,-1873.6363685454726,13108.570094170676,11202.339745368487,False,False
2025-08-01,3114.109737355109,13108.570094170676,11207.240223270064,False,False
2025-08-04,8345.88403983666,13108.570094170676,11128.458623290913,False,False
2025-08-05,-271.0772498169366,13108.570094170676,11187.261164901074,False,False
2025-08-06,-221.01443819263505,13108.570094170676,11176.879066286894,False,False
2025-08-07,1994.719873754358,13108.570094170676,11145.45506472684,False,False
2025-08-08,846.7109865228972,13108.570094170676,11120.472676761205,False,False
2025-08-11,-2798.3857857783846,13108.570094170676,11098.202515609297,False,False
2025-08-12,508.3159716663456,13108.570094170676,11074.617385073445,False,False
2025-08-13,4806.259526156098,13108.570094170676,11060.558069190847,False,False
2025-08-14,-2538.0270441171524,13108.570094170676,11068.521743425461,False,False
2025-08-15,-3685.807436691557,13108.570094170676,11041.864987353445,False,False
2025-08-18,-208.44641966477616,13108.570094170676,11053.288299525524,False,False
2025-08-19,-1089.5896753606803,13108.570094170676,11048.469678192614,False,False
2025-08-20,1069.5052825017926,13108.570094170676,11035.467045643198,False,False
2025-08-21,-2850.4815029733068,13108.570094170676,11018.902394178533,False,False
2025-08-22,7002.919355879267,13108.570094170676,11017.548011261335,False,False
2025-08-25,-661.3036508129557,13108.570094170676,11060.229232927373,False,False
2025-08-26,406.3465612493933,13108.570094170676,11018.84237795084,False,False
2025-08-27,887.3917887958105,13108.570094170676,10990.540506693791,False,False
2025-08-28,4118.456377130131,13108.570094170676,10990.868253619208,False,False
2025-08-29,-1598.909757932515,13108.570094170676,11004.919249077666,False,False
2025-09-02,49.49951904932277,13108.570094170676,10999.91603019887,False,False
2025-09-03,4459.143919020059,13108.570094170676,10997.888917080056,False,False
2025-09-04,4133.500743596791,13108.570094170676,11005.543593922856,False,False
2025-09-05,5791.291860855058,13108.570094170676,11017.316256579592,False,False
2025-09-08,7284.875947827108,13108.570094170676,11038.787504975664,False,False
2025-09-09,-511.80044736622295,13108.570094170676,11079.165958306416,False,False
2025-09-10,1848.0762259816652,13108.570094170676,11053.327768846872,False,False
